cheese,milk,country,region,family,type,fat_content,calcium_content,texture,rind,color,flavor,aroma,vegetarian,vegan,producers
Bayley Hazen Blue,cow,United States,"Greensboro, VT",Blue,"semi-hard, artisan, blue-veined",NA,NA,"creamy, dense, firm",natural,cream,"buttery, grassy, licorice, nutty, tangy","grassy, spicy, strong",FALSE,FALSE,Jasper Hill Farm
Baylough,cow,Ireland,"County Tipperary, Clogheen",Cheddar,"hard, artisan",NA,NA,"close, firm",waxed,yellow,"garlicky, herbaceous, mild, smokey","herbal, mild",TRUE,FALSE,BAY LOUGH CHEESE
Beach Box Brie,cow,Australia,"Mornington Peninsula, Melbourne",Brie,artisan,NA,NA,creamy,ash coated,golden yellow,creamy,rich,TRUE,FALSE,BoatShed Cheese
Bear Hill,sheep,United States,Vermont,NA,"semi-hard, smear-ripened",NA,NA,smooth,washed,pale yellow,"fruity, mild, milky, nutty, sweet",NA,NA,NA,Grafton Village Cheese Company
Beaufort,cow,France,NA,NA,semi-firm,NA,NA,"creamy, smooth",NA,pale yellow,NA,"fruity, nutty",FALSE,FALSE,NA
Beaumont,cow,France,Rhône-Alpes,NA,semi-soft,50%,NA,"creamy, smooth",washed,pale yellow,NA,"barnyardy, earthy, mild, nutty, rich",NA,NA,NA
Beauvale,cow,England,East Midlands,NA,"soft, blue-veined",NA,NA,"creamy, smooth",NA,pale yellow,creamy,NA,FALSE,FALSE,Cropwell Bishop Creamery Limited
Beauvoorde,cow,Belgium,Flanders,NA,semi-hard,NA,NA,"creamy, firm",natural,yellow,mild,spicy,NA,NA,NA
Beehive Fresh,cow,United States,Utah,Mozzarella,"fresh soft, artisan",NA,NA,"buttery, soft",NA,pale yellow,"buttery, mild","buttery, fresh, mild",TRUE,FALSE,Beehive Cheese Company
Beemster 2% Milk,cow,"Canada, Denmark, France, Germany, Netherlands, United States",NA,NA,semi-soft,8%,NA,smooth,NA,NA,nutty,"aromatic, floral, fruity",FALSE,FALSE,"Beemster Cheese, CONO Kaasmakers / Beemster"
Beemster Aged,cow,Netherlands,NA,Gouda,hard,NA,NA,"crystalline, firm, smooth",natural,yellow,"full-flavored, smooth, spicy, strong",rich,FALSE,FALSE,CONO Kaasmakers / Beemster
Beemster Classic,cow,Netherlands,NA,Gouda,semi-hard,NA,NA,"creamy, firm, smooth",natural,yellow,"buttery, nutty","buttery, rich",FALSE,FALSE,Beemster Cheese
Beemster Extra Aged (XO),cow,Netherlands,NA,Gouda,hard,NA,NA,"brittle, crumbly, grainy",natural,golden yellow,"butterscotch, nutty",aromatic,FALSE,FALSE,"Beemster Cheese, CONO Kaasmakers / Beemster"
Beemster Graskaas,cow,Netherlands,NA,Gouda,semi-hard,NA,NA,"creamy, open, smooth",natural,yellow,full-flavored,rich,FALSE,FALSE,"Beemster Cheese, CONO Kaasmakers / Beemster"
Beenleigh Blue,sheep,England,NA,Blue,"soft, blue-veined",NA,NA,smooth,natural,NA,lemony,fresh,TRUE,FALSE,Ticklemore Cheese Dairy
Bega Processed Cheddar,cow,Australia,NA,Cheddar,soft,NA,NA,"creamy, smooth",NA,yellow,creamy,NA,NA,NA,Bega Cheese Limited
Bel Ceillo,cow,United States,NY,Parmesan,"semi-hard, artisan",NA,NA,"creamy, crumbly",natural,pale yellow,sharp,pungent,NA,NA,Muranda Cheese Company
Bel Paese,cow,Italy,Lombardy,NA,semi-soft,NA,NA,"creamy, smooth",plastic,pale yellow,"buttery, mild, milky, sweet",pleasant,FALSE,FALSE,Galbani
Bella Lodi,cow,Italy,Lodi,Parmesan,"hard, artisan",NA,NA,"crumbly, flaky, grainy",natural,white,full-flavored,"aromatic, rich",TRUE,FALSE,Lodigrana
Belle Creme,cow,Canada,Québec,Brie,"soft, soft-ripened",NA,NA,"buttery, creamy, smooth, soft-ripened",bloomy,white,"acidic, buttery, creamy, salty","mushroom, nutty",NA,NA,La Maison Alexis de Portneuf Inc.
Belletoile,cow,France,NA,Brie,"soft, soft-ripened",70%,NA,creamy,NA,NA,"garlicky, mild, mushroomy, nutty, tangy",mild,FALSE,FALSE,Fromagerie Henri Hutin
Bellwether Farms Crescenza,cow,United States,"Sonoma, California",NA,"soft, artisan",NA,NA,"buttery, soft-ripened, spreadable",rindless,ivory,"buttery, tart","buttery, rich",TRUE,FALSE,Bellwether Farms
Benedictine,"cow, goat, sheep",United States,"La Velle, Wisconsin",NA,"semi-hard, artisan",NA,NA,creamy,washed,yellow,NA,NA,NA,NA,Carr Valley Cheese Company
Bent River,cow,United States,"Mankato, MN",Camembert,"soft, artisan, soft-ripened",NA,NA,"smooth, soft",bloomy,NA,"buttery, mellow, milky, subtle",mushroom,NA,NA,Alemar Cheese
Bergader,cow,Germany,NA,NA,NA,NA,NA,,NA,NA,NA,NA,FALSE,FALSE,Bergader Privatkäserei GmbH
Bergere Bleue,sheep,United States,"Marathon, NY",Blue,"semi-soft, artisan, blue-veined",NA,NA,"creamy, crumbly, smooth",mold ripened,pale yellow,burnt caramel,"lanoline, rich, yeasty",TRUE,FALSE,Northland Sheep Dairy
Bergues,cow,France,Bergues,NA,semi-hard,15-25%,NA,smooth,washed,NA,"subtle, sweet",aromatic,FALSE,FALSE,NA
Berkswell,sheep,United Kingdom,NA,NA,hard,NA,NA,"chewy, firm",natural,pale yellow,NA,sweet,NA,NA,NA
Bermondsey Hard Pressed,cow,"England, Great Britain, United Kingdom","Bermondsey, London",Cheddar,"hard, artisan",NA,NA,"creamy, crumbly, open",natural,yellow,"creamy, nutty",barnyardy,NA,NA,KAPPACASEIN DAIRY
Bermuda Triangle,goat,United States,California,Brie,"semi-soft, soft-ripened",NA,NA,"creamy, crumbly, dense, firm, smooth",bloomy,white,"earthy, piquant, spicy, tangy","earthy, fresh, spicy",TRUE,FALSE,Cypress Grove Chevre
Bethmale des Pyrenees,cow,France,Pyrenees,NA,semi-hard,NA,NA,,natural,brownish yellow,mild,"aromatic, earthy, mushroom",FALSE,FALSE,NA
Bettine Bleu,goat,Netherlands,NA,NA,semi-hard,39.6 g/100g,NA,,NA,NA,NA,NA,FALSE,FALSE,Bettinehoeve BV
Bettine Grand Cru,goat,Netherlands,NA,NA,semi-hard,NA,NA,,NA,NA,"spicy, strong",strong,FALSE,FALSE,Bettinehoeve BV
Beyaz Peynir,"cow, goat, sheep",Turkey,NA,NA,"semi-soft, brined",NA,NA,,NA,pale white,NA,NA,TRUE,FALSE,NA
Bianca,"goat, sheep",United States,"Tieton, Washington",NA,"fresh soft, artisan",NA,NA,"soft, spreadable",rindless,ivory,"creamy, tangy","fresh, rich",NA,NA,Tieton Farm & Creamery
Bianco,cow,Germany,NA,NA,semi-hard,32.5 g/100g,725 mg/100g,"creamy, open, soft",natural,pale yellow,"buttery, garlicky, mild",NA,FALSE,FALSE,Bergader Privatkäserei GmbH
Bica de Queijo,"cow, goat, sheep",Portugal,Póvoa de Lanhoso,NA,"semi-soft, artisan",45%,NA,"creamy, firm, smooth, springy",natural,ivory,"buttery, mild, salty",goaty,FALSE,FALSE,NA
Bierkase,cow,Germany,NA,NA,"semi-soft, smear-ripened",NA,NA,smooth,washed,pale yellow,"salty, tangy",strong,NA,NA,NA
Big John's Cajun,cow,United States,Utah,NA,"hard, artisan",NA,NA,"creamy, smooth",natural,pale yellow,"smooth, spicy","rich, spicy",TRUE,FALSE,Beehive Cheese Company
Big Rock Blue,cow,United States,California,Blue,"semi-firm, artisan, blue-veined",NA,NA,"buttery, crumbly",rindless,ivory,"buttery, salty",mild,TRUE,FALSE,Central Coast Creamery
Big Woods Blue,sheep,United States,Minnesota,Blue,"semi-hard, blue-veined",NA,NA,firm,natural,ivory,"full-flavored, sharp, spicy, tangy","pronounced, sweet",TRUE,FALSE,Shepherd's Way Farms
Bijou,goat,United States,"Websterville, VT",NA,"semi-soft, artisan",11%,NA,"creamy, smooth",mold ripened,NA,"sharp, sweet, tangy, yeasty","fresh, yeasty",NA,NA,Vermont Creamery
Binnorie Marinated Fetta,cow,Australia,"Pokolbin, Hunter Valley",Feta,"soft, brined",NA,NA,creamy,natural,white,"herbaceous, mild, milky","clean, fresh, herbal",TRUE,FALSE,Binnorie Dairy
Bishop Kennedy,cow,Scotland,"Kinfauns, Perthshire",NA,soft,45%,NA,smooth,washed,yellow,"creamy, strong",pungent,TRUE,FALSE,"Kinfauns Home Farm, Scotland"
Bismark,sheep,United States,Vermont,NA,"semi-hard, artisan",NA,NA,"crumbly, firm",rindless,yellow,"buttery, creamy, nutty, sweet, tangy",NA,TRUE,FALSE,Grafton Village Cheese Company
Bix,cow,United Kingdom,NA,NA,"soft, semi-soft",NA,NA,"buttery, creamy, soft, soft-ripened",NA,pale yellow,NA,NA,NA,NA,NA
Black Betty,goat,Netherlands,NA,NA,"hard, artisan",NA,NA,firm,waxed,NA,NA,NA,NA,NA,"Essex St. Cheese Co., Fromagerie L'Amuse"
Black Bomber Cheddar,cow,United Kingdom,NA,NA,hard,NA,NA,"buttery, compact, creamy, crumbly",NA,yellow,NA,rich,NA,NA,Snowdonia Cheese Company Limited
Black Pearl,goat,Australia,"Mornington Peninsula, Melbourne",NA,"semi-hard, artisan",NA,NA,firm,ash coated,NA,mild,fresh,TRUE,FALSE,BoatShed Cheese
Blackmount,goat,Scotland,NA,NA,soft,NA,NA,creamy,ash coated,green,earthy,clean,TRUE,FALSE,Errington Cheese Ltd.
Blacksticks Blue,cow,United Kingdom,NA,Blue,"soft, blue-veined",NA,NA,"creamy, spreadable",NA,orange,"creamy, tangy",NA,TRUE,FALSE,Butlers Farmhouse Cheeses
Blaenafon Pwll Ddu,cow,Wales,NA,NA,hard,NA,NA,compact,NA,cream,savory,NA,NA,NA,NA
Blarney Castle,cow,Ireland,Blarney,Gouda,semi-soft,NA,NA,creamy,natural,golden yellow,"smooth, tangy",NA,FALSE,FALSE,Kerrygold
Blenda,"cow, sheep",Sweden,Oviken,NA,"hard, artisan",30%,NA,,natural,yellow,"acidic, fruity, mild, nutty",NA,NA,NA,Oviken cheese
Bleu Bénédictin,cow,Canada,Quebec,Blue,"semi-soft, artisan, blue-veined",NA,NA,"creamy, crumbly, firm",natural,pale yellow,"creamy, salty, woody","mushroom, pleasant",FALSE,FALSE,Fromagerie de l'Abbaye Saint-Benoît
Bleu d'Auvergne,cow,France,Auvergne,Blue,"semi-soft, artisan",NA,NA,"creamy, smooth",NA,ivory,"buttery, creamy, pungent",strong,NA,NA,NA
Bleu de Laqueuille,cow,France,Laqueuille,Blue,"soft, blue-veined",30%,NA,"creamy, smooth",natural,blue,"salty, spicy, tangy",earthy,FALSE,FALSE,NA
Bleu Des Causses,cow,France,NA,Blue,"semi-soft, blue-veined",NA,NA,creamy,NA,NA,"milky, spicy",strong,NA,NA,NA
Bleu L'Ermite,cow,Canada,Quebec,Blue,"semi-soft, artisan, blue-veined",NA,NA,"creamy, crumbly",natural,cream,"mushroomy, nutty, salty, sharp",fermented,FALSE,FALSE,Abbey de Saint-Benoit-du-lac
Bleu Mont Dairy Bandaged Cheddar,cow,United States,Wisconsin,Cheddar,"hard, artisan",NA,NA,"crumbly, crystalline, flaky",cloth wrapped,yellow,"caramel, nutty, sweet",earthy,FALSE,FALSE,NA
Bleubry,cow,Canada,Quebec,Blue,"soft, blue-veined",37%,NA,"creamy, smooth, supple",mold ripened,cream,"creamy, mild, savory",pungent,FALSE,FALSE,La Maison Alexis de Portneuf Inc.
Blissful Blocks,,"Canada, United States",NA,Cheddar,hard,NA,NA,"creamy, crumbly",plastic,yellow,"creamy, savory, sharp, spicy",NA,TRUE,FALSE,GO Veggie!
Blissful Toppings,,"Canada, United States",NA,Parmesan,soft,NA,NA,crumbly,artificial,yellow,"savory, sharp",NA,TRUE,FALSE,GO Veggie!
Bloomsdale,goat,United States,Bloomdale,Brie,"soft, artisan, soft-ripened",NA,NA,"creamy, runny, soft-ripened",mold ripened,white,"earthy, milky, tangy",NA,FALSE,FALSE,Baetje Farms LLC
Blu '61,cow,Italy,Veneto,Blue,"soft, blue-veined",NA,NA,"creamy, soft",NA,white,"creamy, pronounced, strong","fruity, rich, sweet",FALSE,FALSE,La Casearia Carpenedo S.r.l.
Blu Della Casera,"cow, sheep",Italy,Piedmont,NA,"soft, blue-veined",54%,NA,soft,leaf wrapped,ivory,"creamy, strong",NA,NA,NA,La Casera srl
Blu di Bufala,water buffalo,Italy,Lombardy,Blue,"semi-firm, artisan, blue-veined",NA,NA,"creamy, crumbly",natural,cream,"acidic, milky, sweet, tangy","fresh, milky",FALSE,FALSE,NA
Blue,plant-based,United Kingdom,NA,NA,soft,NA,NA,"creamy, soft-ripened",mold ripened,blue,"creamy, mild, smooth","milky, ripe",TRUE,TRUE,Honestly Tasty
Blue Benedictine,,Canada,NA,NA,"semi-soft, blue-veined, soft-ripened",NA,NA,"buttery, creamy, crumbly, smooth",natural,brownish yellow,"buttery, creamy, earthy, grassy, herbaceous, mushroomy, salty, smooth, sweet","buttery, earthy, grassy, herbal, mushroom, sweet",NA,NA,"Benedictine Abbey of Saint-Benoît-du-Lac, Quebec."
Blue Castello,cow,Denmark,NA,Blue,soft,NA,NA,"creamy, smooth",washed,blue,buttery,spicy,NA,NA,NA
Blue Cheese,"cow, goat, sheep",,NA,Blue,"semi-soft, blue-veined",NA,NA,creamy,NA,blue,"salty, sharp, tangy","stinky, strong",FALSE,FALSE,NA
Blue Clouds,cow,United Kingdom,NA,NA,semi-soft,NA,NA,creamy,NA,blue,NA,NA,TRUE,FALSE,NA
Blue Earth,cow,United States,"Mankato, MN",Brie,"soft, artisan, soft-ripened",NA,NA,"creamy, runny, smooth, soft",bloomy,pale yellow,"buttery, grassy, smooth",NA,TRUE,FALSE,NA
Blue Ledge La Luna,goat,United States,Vermont,Gouda,"semi-hard, artisan",NA,NA,"firm, smooth",waxed,white,"creamy, milky, tangy",grassy,FALSE,FALSE,Blue Ledge
Blue Lupine,goat,United States,California,Blue,"semi-soft, blue-veined",NA,NA,"creamy, dense",natural,NA,tangy,goaty,NA,NA,Weirauch Farm and Creamery
Blue Rathgore,goat,Ireland,County Antrim,Blue,"semi-soft, artisan",NA,NA,"creamy, crumbly",natural,ivory,"buttery, spicy",NA,TRUE,FALSE,NA
Blue Vein (Australian),cow,Australia,NA,Blue,"semi-soft, blue-veined",NA,NA,"creamy, dense",natural,blue,"salty, sharp","stinky, strong",NA,NA,NA
Blue Wensleydale,cow,England,North Yorkshire,Blue,"hard, blue-veined",NA,NA,close,cloth wrapped,blue,"acidic, salty, savory, sharp, strong",rich,TRUE,FALSE,Wensleydale Creamery
Blue Yonder,cow,United States,NY,Blue,"semi-soft, blue-veined",NA,NA,creamy,natural,white,subtle,rich,TRUE,FALSE,Lively Run Goat Dairy
Bluebell,cow,Scotland,NA,NA,semi-soft,NA,NA,soft,natural,blue-grey,sweet,mushroom,TRUE,FALSE,The Ethical Dairy
Bluebell Falls Cygnus,goat,Ireland,Co. Cork,NA,"fresh soft, artisan",NA,NA,"creamy, smooth",natural,white,"garlicky, herbaceous, sweet",NA,TRUE,FALSE,Bluebell Falls Goats Cheese
Blythedale Camembert Vermont™,cow,United States,Vermont,Camembert,"soft, artisan",NA,NA,"creamy, dense",natural,ivory,"earthy, mushroomy",mild,TRUE,FALSE,Blythedale Farm Cheeses
Bocconcini,"cow, goat, water buffalo",Italy,NA,Mozzarella,"semi-soft, brined",NA,NA,creamy,rindless,white,"buttery, mild, sweet",NA,NA,NA,La Casa Del Formaggio
Boeren-Leidse met sleutels,cow,Netherlands,Leiden,Gouda,"hard, artisan",30-40%,NA,"crumbly, firm",waxed,yellow,"fruity, spicy","aromatic, rich",FALSE,FALSE,NA
Bohemian Blue,sheep,United States,Southwestern Wisconsin,Blue,"firm, artisan",NA,NA,"creamy, crumbly, dry",rindless,white,"piquant, sour, sweet",sweet,FALSE,FALSE,Hidden Springs Company
Boivin Extra Aged Cheddar,cow,Canada,Quebec,Cheddar,hard,NA,NA,"firm, smooth",rindless,straw,"acidic, buttery",NA,NA,NA,La Fromagerie Boivin
Boivin Marbled Cheddar,cow,Canada,Quebec,Cheddar,"semi-soft, processed",31%,NA,"firm, smooth",rindless,golden orange,"mild, salty, sweet",buttery,NA,NA,La Fromagerie Boivin
Boivin Medium Cheddar,cow,Canada,Quebec,Cheddar,semi-hard,NA,NA,"firm, smooth",rindless,pale yellow,"acidic, buttery",NA,NA,NA,La Fromagerie Boivin
Bonchester,cow,"Scotland, United Kingdom",Roxburghshire,NA,"soft, artisan",20%,NA,"close, smooth",natural,yellow,mild,grassy,FALSE,FALSE,NA
Bonifaz,cow,Germany,NA,NA,soft,43.3 g/100g,430 mg/100g,"creamy, soft",natural,cream,"creamy, garlicky, herbaceous, mild, milky, mushroomy, spicy",NA,FALSE,FALSE,Bergader Privatkäserei GmbH
Bonne Bouche,goat,United States,Vermont,NA,soft,21%,NA,"creamy, fluffy, smooth",mold ripened,ivory,"citrusy, grassy",yeasty,TRUE,FALSE,Vermont Creamery
Boo Boo Baby Swiss,cow,United States,Utah,Swiss Cheese,"hard, artisan",NA,NA,"crumbly, firm, open",natural,yellow,"nutty, sweet","milky, pleasant",FALSE,FALSE,Rockhill Creamery
Bootlegger,"cow, sheep","Canada, Italy",Lombardy,NA,"hard, artisan",NA,NA,"crumbly, firm",natural,pale yellow,"fruity, full-flavored, strong",floral,NA,NA,Fifth Town Artisan Cheese
Bossa,sheep,United States,Missouri,NA,"semi-soft, artisan",NA,NA,"creamy, firm, spreadable",washed,cream,"floral, meaty",stinky,TRUE,FALSE,Green Dirt Farm
Bosworth,goat,United Kingdom,NA,NA,"soft, artisan",NA,NA,crumbly,mold ripened,white,"mild, salty, sweet",goaty,NA,NA,Highfields Farm Dairy
Bothwell Black Truffle Cheddar,cow,Canada,Manitoba,Cheddar,semi-hard,NA,NA,firm,rindless,pale yellow,"earthy, fruity","buttery, rich",NA,NA,Bothwell Cheese Inc.
Bougon,goat,France,NA,NA,"soft, artisan",50%,NA,firm,bloomy,white,acidic,fresh,FALSE,FALSE,NA
Boulder Chevre,goat,United States,NA,NA,"semi-soft, artisan",NA,NA,"creamy, crumbly, firm",NA,white,"citrusy, tangy","clean, fresh",TRUE,FALSE,Haystack Mountain Creamery
Boule Du Roves,goat,France,NA,NA,"soft, artisan",NA,NA,creamy,natural,white,NA,fresh,FALSE,FALSE,NA
Boulette d'Avesnes,cow,France,Avesnes,NA,fresh soft,45%,NA,"creamy, smooth",washed,NA,spicy,stinky,TRUE,FALSE,NA
Bouncing Berry,cow,United Kingdom,NA,NA,hard,NA,NA,creamy,waxed,pale yellow,fruity,NA,NA,NA,NA
Bourdin Goat Log,goat,France,NA,Cottage,soft,NA,NA,"creamy, soft",rindless,NA,"creamy, tangy",fresh,NA,NA,NA
Boursault,cow,France,NA,Brie,"soft, soft-ripened",NA,NA,"creamy, spreadable",bloomy,NA,buttery,NA,NA,NA,NA
Boursin,cow,France,Croisy-sur-Eure,NA,"soft, processed",60%,NA,"creamy, crumbly, spreadable",rindless,white,"buttery, full-flavored, herbaceous, smooth","fresh, strong",TRUE,FALSE,Boursin Bel UK Ltd
Bouyguette,goat,France,NA,NA,fresh soft,NA,NA,"creamy, crumbly, soft",edible,white,"lemony, milky, smooth","floral, fresh, goaty, grassy",FALSE,FALSE,NA
Bouyssou,cow,France,Aveyron,NA,soft,NA,NA,,NA,NA,fruity,NA,FALSE,FALSE,NA
Boyne Valley Bán,goat,Ireland,NA,NA,hard,NA,NA,"creamy, crumbly",natural,ivory,"earthy, full-flavored, garlicky, grassy, lemony, mushroomy, umami","barnyardy, buttery, earthy, goaty, musty",TRUE,FALSE,Boyne Valley Cheese
Bra Duro DOP,cow,Italy,Piedmont,NA,hard,35%,NA,firm,natural,pale yellow,"salty, savory",NA,FALSE,FALSE,NA
Braudostur,cow,Iceland,NA,NA,semi-hard,25%,NA,,NA,NA,sweet,strong,FALSE,FALSE,NA
Breakfast Cheese,cow,United States,California,NA,"fresh firm, soft-ripened",7 g/100g,90 mg/100g,"dense, firm",rindless,white,"citrusy, tangy",fresh,TRUE,FALSE,Marin French Cheeese Co.
Brebirousse d'Argental,sheep,France,NA,Brie,soft,NA,NA,"creamy, smooth",washed,orange,"creamy, sweet","grassy, milky",TRUE,FALSE,NA
Brebis d'Azure,sheep,"Canada, Italy",Lombardy,Blue,"semi-hard, artisan, blue-veined",NA,NA,soft,natural,pale yellow,sharp,aromatic,NA,NA,Fifth Town Artisan Cheese
Brebis du Lavort,sheep,France,Auvergne,NA,"semi-hard, artisan",NA,1050 mg/100g,"creamy, open",natural,ivory,"mild, nutty",earthy,FALSE,FALSE,Fromagerie De Terre Dieu
Brebis du Puyfaucon,sheep,France,Haute Vienne,NA,"soft, artisan",NA,NA,smooth,natural,NA,sweet,grassy,FALSE,FALSE,NA
Bree,plant-based,United Kingdom,NA,NA,soft,NA,NA,"creamy, soft-ripened",bloomy,white,"buttery, earthy, mushroomy","earthy, mild",TRUE,TRUE,Honestly Tasty
Brefu Bach,sheep,Wales,NA,NA,soft,NA,NA,soft,NA,golden yellow,NA,NA,NA,NA,NA
Bresse Bleu,cow,France,NA,Blue,"soft, blue-veined",NA,NA,creamy,NA,white,creamy,"milky, mushroom",FALSE,FALSE,NA
Brewer's Gold,cow,Ireland,Stoneyford,NA,"semi-soft, artisan",NA,NA,creamy,washed,pale yellow,NA,NA,TRUE,FALSE,Knockdrinna Farmhouse Cheese
Brick,cow,United States,Wisconsin,NA,"semi-hard, smear-ripened",NA,NA,"open, smooth",washed,ivory,"mild, nutty, sweet, tangy","pungent, rich",FALSE,FALSE,NA
Brick Lane Bree,plant-based,United Kingdom,NA,NA,soft,NA,NA,"buttery, creamy, gooey, soft",mold ripened,cream,"buttery, mild, mushroomy","buttery, mild, mushroom",TRUE,TRUE,La Fauxmagerie
Bridgewater,cow,United States,"Ann Arbor, Michigan",NA,"soft, soft-ripened",NA,NA,"creamy, soft-ripened",bloomy,ivory,"citrusy, mushroomy, piquant, spicy","mushroom, spicy",FALSE,FALSE,Zingerman's Creamery
Brie,cow,France,NA,Brie,"soft, artisan",NA,NA,"buttery, soft-ripened",bloomy,cream,mild,"buttery, mild",FALSE,FALSE,NA
Brie au poivre (Brie with pepper),cow,France,NA,Brie,"soft, soft-ripened",NA,NA,creamy,bloomy,NA,"creamy, spicy",spicy,NA,NA,NA
Brie Coco,cow,Canada,Québec,Brie,"soft, soft-ripened",NA,NA,"buttery, creamy, smooth, soft-ripened",bloomy,pale yellow,"acidic, buttery, creamy, salty","mushroom, nutty",NA,NA,La Maison Alexis de Portneuf Inc.
Brie d'Alexis,cow,Canada,Quebec,Brie,"soft, soft-ripened",NA,NA,"buttery, creamy, supple",bloomy,cream,"creamy, nutty",nutty,NA,NA,La Maison Alexis de Portneuf Inc.
Brie de Meaux,cow,France,Ile de France,Brie,"soft, artisan, soft-ripened",NA,NA,"creamy, smooth",bloomy,straw,milky,"buttery, sweet",NA,NA,NA
Brie de Melun,cow,France,Ile de France,Brie,"semi-soft, soft-ripened",45%,NA,firm,bloomy,yellow,"salty, sharp, sour, strong","grassy, musty",NA,NA,NA
Brie de Portneuf,cow,Canada,Quebec,Brie,"soft, soft-ripened",NA,NA,"buttery, creamy, supple",bloomy,cream,creamy,fruity,NA,NA,La Maison Alexis de Portneuf Inc.
Brie de Portneuf Double Cream,cow,Canada,Quebec,Brie,"soft, soft-ripened",NA,NA,"buttery, creamy, supple",bloomy,cream,creamy,nutty,NA,NA,La Maison Alexis de Portneuf Inc.
Brightwell Ash,goat,United Kingdom,South East England,NA,"semi-firm, artisan",NA,NA,smooth,ash coated,pale white,"citrusy, nutty, tangy",mild,TRUE,FALSE,NA
Brillat-Savarin,cow,France,Ile de France,NA,"soft, artisan",75%,NA,"creamy, dense",mold ripened,white,"buttery, nutty, sour",milky,FALSE,FALSE,NA
Brillo di Treviso,cow,Italy,Veneto,NA,soft,NA,NA,compact,natural,ivory,"fruity, tangy","aromatic, subtle",FALSE,FALSE,La Casearia Carpenedo S.r.l.
Brimstone,cow,United States,Missouri,Gouda,"semi-hard, artisan",NA,NA,crumbly,rindless,pale yellow,"smooth, spicy",spicy,TRUE,FALSE,Heartland Creamery
Brin,cow,France,Rhone-Alps,NA,"semi-soft, artisan",40%,NA,"creamy, spreadable",washed,golden orange,"buttery, sweet","aromatic, nutty, yeasty",TRUE,FALSE,Fromagerie GUILLOTEAU
Brin d'Amour,sheep,France,NA,NA,"semi-soft, artisan",NA,NA,"creamy, firm",NA,white,"citrusy, mild",herbal,NA,NA,NA
Brinza - Feta style,sheep,New Zealand,Queenstown,Feta,"soft, brined",NA,NA,"creamy, crumbly, open",natural,white,"citrusy, salty, sweet, tangy",NA,FALSE,FALSE,The Gibbston Valley Cheese Company
Briquette de Brebis,sheep,France,Averyon,NA,soft,NA,NA,creamy,natural,white,nutty,nutty,NA,NA,NA
Briquette du Forez,"cow, goat",France,Auvergne,Brie,"soft, soft-ripened",NA,NA,creamy,natural,white,smooth,"goaty, pleasant",FALSE,FALSE,NA
Briscola,cow,Italy,Veneto,NA,semi-hard,NA,NA,"firm, open",natural,ivory,"fruity, savory, spicy, strong","milky, pleasant, spicy",FALSE,FALSE,La Casearia Carpenedo S.r.l.
Brise du Matin,cow,Canada,Quebec,Brie,"soft, soft-ripened",30%,NA,"buttery, creamy, runny, soft, soft-ripened",bloomy,cream,"buttery, mushroomy, nutty, pronounced",fresh,NA,NA,La Maison Alexis de Portneuf Inc.
